URL,Index Status,Coverage State,Last Crawl Date,Clicks (30d),Impressions (30d),CTR (%),Avg Position,HTTP Status,In Sitemap,Sitemap Last Modified,Accessible,Action Needed
https://www.icebergdata.co/case-study/lead-generation/lead-generation-unlocking-uplift-qualified-leads-analyzing-competitor,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-17,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-proactive-tarmac-delay-mitigation-aggregating-real-time,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-16,Yes,No Action
https://www.icebergdata.co/case-study/hotels/hotels-reducing-perishable-food-spoilage-real-time-supplier,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-16,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-closing-wellness-gap-hotel-chain-lifted-guest-satisfaction,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-16,Yes,No Action
https://www.icebergdata.co/case-study/market-intelligence/market-intelligence-uncovering-niche-influencers-analyzing-unstructured-forum,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-15,Yes,No Action
https://www.icebergdata.co/case-study/retail/retail-mapping-in-store-cold-zones-pathing-analysis,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-14,Yes,No Action
https://www.icebergdata.co/case-study/lead-generation/lead-generation-automating-tcpa-dnc-compliance-mitigating-legal,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-13,Yes,No Action
https://www.icebergdata.co/case-study/consumer-electronics/consumer-electronics-redesigning-in-store-customer-journeys-sales-uplift,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-13,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-slashing-reverse-logistics-costs-real-time-carrier,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-12,Yes,No Action
https://www.icebergdata.co/case-study/airlines/airlines-boosting-passenger-satisfaction-through-in-app-feature,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-11,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-closing-feature-gap-review-scraping-lifted,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-11,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/home-services/home-services-pinpointing-service-deserts-expanding-specialty-appliance,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-10,Yes,No Action
https://www.icebergdata.co/case-study/e-commerce/e-commerce-hack-feature-quantifying-unintended-product-uses,NEUTRAL,Discovered - currently not indexed,,0,0,0.00,,200,Yes,2025-11-08,Yes,No Action
https://www.icebergdata.co/case-study/e-commerce/e-commerce-pinpointing-european-market-entry-data-driven-analysis,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-boosting-margin-event-driven-dynamic-pricing-fan-apparel,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-unbundling-competitor-package-deals-data-driven-strategy,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-04,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-closing-innovation-gap-smart-feature-analysis,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-queue-keys-streamlining-car-rental-pickups-geospatial-foot,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-redesigning-rental-funnel-increasing-add-on-sales,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-01,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/food-delivery/food-delivery-boosting-off-peak-orders-through-hyper-local-weather,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-11-01,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-boosting-saas-conversions-firmographic-driven-dynamic-pricing,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-29,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/home-services/home-services-pinpointing-underserved-suburbs-hvac-expansion-analyzing,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-28,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-obscure-routes-booked-flights-uncovering-niche,PASS,Submitted and indexed,2025-12-13,0,0,0.00,,200,Yes,2025-10-26,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-cutting-spoilage-predictive-event-competitor-data,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-26,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/market-intelligence/market-intelligence-uncovering-micro-influencer-goldmines-driving-300-referral,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-26,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-slashing-fleet-idle-time-through-predictive-regional-demand,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-23,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-scaling-authenticity-identifying-untapped-micro-influencers-lower,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-19,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-right-sizing-specialty-vehicle-fleets-competitor-availability,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-18,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-automating-multi-jurisdictional-surcharge-audits-compliance-shield,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-18,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-boosting-basket-value-mapping-in-store-customer-journeys,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-17,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/consumer-electronics/consumer-electronics-pinpointing-market-entry-data-driven-approach-localized,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-15,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-boosting-ancillary-revenue-passenger-flow-dwell,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-13,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-achieving-100-fee-disclosure-compliance-automating-ota-price,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-13,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-strategic-clinic-placement-mapping-competitor-service,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-12,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-maximizing-aov-nlp-driven-accessory-bundling,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-11,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-mitigating-cross-state-regulatory-risk-automating-dmv,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-10,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-pinpointing-profitable-bleisure-routes-correlating-business,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-10,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-complaint-competitive-edge-nlp-product-reviews,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-09,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-proactive-compliance-eliminating-unauthorized-health-claims,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-de-risking-global-supply-chains-automating-chemical,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/food-delivery/food-delivery-blanket-discounts-profit-hyper-local-promotion-strategy,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-frustration-five-stars-analyzing-review-data,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-07,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-enhancing-patient-adherence-scraping-user-reviews,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-07,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-boosting-occupancy-through-total-cost-stay-tcs-intelligence,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-surge-pricing-service-leads-boosting-lead,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/electronics-retail/electronics-retail-boosting-refurbished-product-margins-via-condition-grade,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-maximizing-margin-during-hyper-local-events-real-time,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-03,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-mitigating-last-mile-failures-hyper-local-event-scraping,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-closing-innovation-loop-slashing-power-tool-warranty-claims,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-pinpointing-priorities-quantifying-feature-demand-50000,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-10-01,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-pinpointing-profitable-last-mile-tourism-hubs-geospatial,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-26,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/grocery-retail/grocery-retail-slashing-perishable-goods-spoilage-correlating-weather,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-24,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-identifying-competitor-pricing-gaps-fuel-increase-saas-sqls,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-22,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/dtc-and-retail/dtc-&amp;-retail-de-risking-retail-expansion-identifying-whitespace-opportunities,NEUTRAL,URL is unknown to Google,,0,0,0.00,,200,Yes,2025-09-22,Yes,No Action
https://www.icebergdata.co/case-study/e-commerce/e-commerce-pinpointing-micro-markets-european-expansion-analyzing-niche,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-21,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-slashing-vehicle-downtime-predictive-maintenance-parts,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-21,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-refining-sales-funnel-competitor-sentiment-tracking,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-19,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/food-delivery/food-delivery-pinpointing-ingredient-level-sentiment-reduce-menu-item,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-19,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/consumer-electronics/consumer-electronics-anticipating-component-demand-spikes-scraping-end-of-life,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-17,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-frustration-five-stars-pinpointing-service-gaps,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-16,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-pinpointing-european-market-entry-analyzing-niche,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-14,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-complaint-competitive-edge-uncovering-high-value-amenity,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-14,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-calibrating-clinic-launch-pricing-through-geo-specific,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-12,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-quantifying-patient-trust-medical-device-firm,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-12,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-recalibrating-aftermarket-dominance-sku-level-price-monitoring,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-12,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-solving-fleet-maintenance-bottlenecks-real-time-parts,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-11,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/home-services/home-services-ensuring-100-compliance-automating-multi-state-license,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-11,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-redesigning-hotel-lobbies-peak-flow-correlating,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-10,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-escaping-price-race-to-the-bottom-maximizing-margins-analyzing,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-09,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-decoding-competitor-ancillary-revenue-models-increase,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-09,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-slashing-late-delivery-rates-real-time-logistics,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-ensuring-global-market-access-automating-chemical,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-07,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/hotels/hotels-boosting-on-site-amenity-revenue-through-predictive,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-eliminating-demurrage-fees-forecasting-port-congestion,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-05,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/car-rental/car-rental-driving-niche-bookings-through-micro-influencer-travel,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-04,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-maximizing-aov-through-ai-driven-product-bundle-intelligence,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-04,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-pinpointing-product-opportunity-analyzing-competitor-review,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/airlines/airlines-maximizing-ancillary-revenue-deconstructing-competitor-fee,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail/retail-decoding-greenwashing-accusations-analyzing-niche-forum,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-02,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/e-commerce/e-commerce-neutralizing-competitor-discounts-real-time-coupon-code,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-09-01,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-maximizing-margins-industrial-spares-dynamic-pricing,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-29,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-automating-chemical-compliance-proactive-sds-monitoring,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-29,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-unlocking-channel-velocity-dynamic-promotion-strategy,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-23,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/market-intelligence/market-intelligence-pinpointing-prime-markets-infrastructure-expansion-geospatial,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-23,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-automating-chemical-compliance-proactive-sds-monitoring,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-29,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/manufacturing/manufacturing-unlocking-hidden-margins-competitor-aftermarket-parts,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-19,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-boosting-lead-monetization-real-time-demand-sensing-pricing,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-16,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-solving-last-mile-spoilage-biologics-predictive-route-risk,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-10,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/healthcare/healthcare-pinpointing-rural-expansion-opportunities-mapping-healthcare,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-10,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/lead-generation/lead-generation-beyond-follower-counts-pinpointing-high-engagement-influencers,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-09,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/home-services/home-services-identifying-service-deserts-data-driven-strategy-home,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-08,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/market-intelligence/market-intelligence-closing-perceptual-gap-legacy-brand-aligned-its-voice,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-07,Yes,Optimize Content for SEO
https://www.icebergdata.co/case-study/retail-electronics/retail-(electronics)-mapping-journey-chasm-pathing-analysis-increased,PASS,Submitted and indexed,2025-12-02,0,0,0.00,,200,Yes,2025-08-07,Yes,Optimize Content for SEO
